nivel1,nivel2,nivel3,nivel4,monto
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,152369160
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,230227056
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,136500000
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,352471132
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,HONORARIOS PROFESIONALES,104000000
DIR.GRAL.DE COMUNICACIÓN,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,702000000
DIR.GRAL.DE COMUNICACIÓN,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",20000000
DIR.GRAL.DE COMUNICACIÓN,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,4000000000
DIR.GRAL.DE COMUNICACIÓN,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,440000000
DIR.GRAL.DE COMUNICACIÓN,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",180000000
DIR.GRAL.DE COMUNICACIÓN,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,"20,000,00"
DIR.GRAL.DE COMUNICACIÓN,500 INVERSION FISICA,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,50000000
DIR.GRAL.DE COMUNICACIÓN,500 INVERSION FISICA,ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,50000000
COMPLEMENTO NUTRICIONAL - FONACIDE,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,1999200
COMPLEMENTO NUTRICIONAL - FONACIDE,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",13000000
COMPLEMENTO NUTRICIONAL - FONACIDE,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,5000000
COMPLEMENTO NUTRICIONAL - FONACIDE,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",19020000
COMPLEMENTO NUTRICIONAL - FONACIDE,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,18020000
COMPLEMENTO NUTRICIONAL - FONACIDE,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,20000000
COMPLEMENTO NUTRICIONAL - FONACIDE,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,200000000
COMPLEMENTO NUTRICIONAL - FONACIDE,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,20000000
COMPLEMENTO NUTRICIONAL - FONACIDE,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,TRANSF. PARA ALIMENTACION ESCOLAR,6193502550
CEMUPE,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,796118880
CEMUPE,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
CEMUPE,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,68593240
CEMUPE,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,123099295
CEMUPE,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,26000000
CEMUPE,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,292190052
CEMUPE,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,29400000
CEMUPE,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,11050000
CEMUPE,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",13700000
CEMUPE,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,84700000
CEMUPE,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,23500000
CEMUPE,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",9434000
CEMUPE,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,20632504
CEMUPE,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,5100000
CEMUPE,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,8312500
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,359514824
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,2167026976
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,212795150
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,SUBSIDIO FAMILIAR,59099400
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,BONIFICACIONES Y GRATIF.,993508095
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,1108743051
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,111418554
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL DE SALUD,40457157
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,3509479471
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,4571504782
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,SUBSIDIO PARA LA SALUD,112288680
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,OTROS GASTOS DE PERSONAL,210000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,1080004000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,30000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",4345845661
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,102600000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,200 SERVICIOS NO PERSONALES,270 SERVICIO SOCIAL,SERVICIO SOCIAL,10000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,1306646040
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,310 PRODUCTOS ALIMENTICIOS,PRODUCTOS ALIMENTICIOS,250000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,100000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",75550000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,120781750
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,26000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,360 COMBUSTIBLES Y LUBRICANTES,COMBUSTIBLES Y LUBRICANTES,130000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,86351233
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,410000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,350000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,500 INVERSION FISICA,570 ADQ. DE ACTIVOS INTANGIBLES,ADQ. DE ACTIVOS INTANGIBLES,150000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,800 TRANSFERENCIAS,830 OTRAS TRANSF. CORR. AL S. PUB. O PRIV.,"OTRAS TRAN. CORR. AL S. PUB. O PRIV., V.",21600000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,APORTES ENT.EDUC. E INST. S/FINES DE L.,16000000
ADM. DE LA TERMINAL DE OMNIBUS DE ASUNCION,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,INDEMNIZACIONES,200000000
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,15000000
